"CIRCOSCRIZIONE","COLLEGIO_UNINOMINALE","DESCR_LISTA","CANDIDATO","DATA_NASCITA","LUOGO_NASCITA"
"LOMBARDIA 1","LOMBARDIA 1 - U04 (ROZZANO)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ILARIA RAMONI","08/12/1977","MELZO"
"LOMBARDIA 1","LOMBARDIA 1 - U04 (ROZZANO)","MOVIMENTO 5 STELLE","STEFANIA MAMMI'","03/05/1990","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U04 (ROZZANO)","UNIONE POPOLARE CON DE MAGISTRIS","MARA GHIDORZI","25/04/1981","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U04 (ROZZANO)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","RICCARDO DE CORATO","01/11/1951","ANDRIA"
"LOMBARDIA 1","LOMBARDIA 1 - U04 (ROZZANO)","FRATELLI D'ITALIA CON GIORGIA MELONI","RICCARDO DE CORATO","01/11/1951","ANDRIA"
"LOMBARDIA 1","LOMBARDIA 1 - U04 (ROZZANO)","FORZA ITALIA","RICCARDO DE CORATO","01/11/1951","ANDRIA"
"LOMBARDIA 1","LOMBARDIA 1 - U04 (ROZZANO)","LEGA PER SALVINI PREMIER","RICCARDO DE CORATO","01/11/1951","ANDRIA"
"LOMBARDIA 1","LOMBARDIA 1 - U05 (LEGNANO)","ITALEXIT PER L'ITALIA","ALESSANDRA ROGGIA","23/05/1981","SUSA"
"LOMBARDIA 1","LOMBARDIA 1 - U05 (LEGNANO)","AZIONE - ITALIA VIVA - CALENDA","ANDREA SFONDRINI","12/12/1976","MAGENTA"
"LOMBARDIA 1","LOMBARDIA 1 - U05 (LEGNANO)","VITA","LUISA FORLINI","05/03/1959","BUENOS AIRES (ARGENTINA)"
"LOMBARDIA 1","LOMBARDIA 1 - U05 (LEGNANO)","MASTELLA NOI DI CENTRO EUROPEISTI","ERMINIO MARTUCCI","05/12/1992","CAPUA"
"LOMBARDIA 1","LOMBARDIA 1 - U05 (LEGNANO)","ITALIA SOVRANA E POPOLARE","ANDREA GRATTAROLA","28/04/1991","LEGNANO"
"LOMBARDIA 1","LOMBARDIA 1 - U05 (LEGNANO)"," +EUROPA","SARA BETTINELLI","06/11/1981","CUGGIONO"
"LOMBARDIA 1","LOMBARDIA 1 - U05 (LEGNANO)","ALLEANZA VERDI E SINISTRA","SARA BETTINELLI","06/11/1981","CUGGIONO"
"LOMBARDIA 1","LOMBARDIA 1 - U05 (LEGNANO)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","SARA BETTINELLI","06/11/1981","CUGGIONO"
"LOMBARDIA 1","LOMBARDIA 1 - U05 (LEGNANO)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","SARA BETTINELLI","06/11/1981","CUGGIONO"
"LOMBARDIA 1","LOMBARDIA 1 - U05 (LEGNANO)","MOVIMENTO 5 STELLE","RICCARDO OLGIATI","14/02/1983","LEGNANO"
"LOMBARDIA 1","LOMBARDIA 1 - U05 (LEGNANO)","UNIONE POPOLARE CON DE MAGISTRIS","STEFANO AMANN","29/09/1976","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U05 (LEGNANO)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","LAURA RAVETTO","25/01/1971","CUNEO"
"LOMBARDIA 1","LOMBARDIA 1 - U05 (LEGNANO)","FRATELLI D'ITALIA CON GIORGIA MELONI","LAURA RAVETTO","25/01/1971","CUNEO"
"LOMBARDIA 1","LOMBARDIA 1 - U05 (LEGNANO)","FORZA ITALIA","LAURA RAVETTO","25/01/1971","CUNEO"
"LOMBARDIA 1","LOMBARDIA 1 - U05 (LEGNANO)","LEGA PER SALVINI PREMIER","LAURA RAVETTO","25/01/1971","CUNEO"
"LOMBARDIA 1","LOMBARDIA 1 - U07 (MILANO: NIL 20 - LORETO)","ITALEXIT PER L'ITALIA","FRANCESCA GENTILE","04/05/1979","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U07 (MILANO: NIL 20 - LORETO)","AZIONE - ITALIA VIVA - CALENDA","FILIPPO CAMPIOTTI","16/12/1993","BERGAMO"
"LOMBARDIA 1","LOMBARDIA 1 - U07 (MILANO: NIL 20 - LORETO)","VITA","SOFIA SIMONETTI","10/02/1963","MICIGLIANO"
"LOMBARDIA 1","LOMBARDIA 1 - U07 (MILANO: NIL 20 - LORETO)","MASTELLA NOI DI CENTRO EUROPEISTI","DANIELA REHO","12/04/1983","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U07 (MILANO: NIL 20 - LORETO)","ITALIA SOVRANA E POPOLARE","ALESSANDRO  FABIO PASCALE","03/09/1985","AOSTA"
"LOMBARDIA 1","LOMBARDIA 1 - U07 (MILANO: NIL 20 - LORETO)"," +EUROPA","BRUNO TABACCI","27/08/1946","QUISTELLO  (MN)"
"LOMBARDIA 1","LOMBARDIA 1 - U07 (MILANO: NIL 20 - LORETO)","ALLEANZA VERDI E SINISTRA","BRUNO TABACCI","27/08/1946","QUISTELLO  (MN)"
"LOMBARDIA 1","LOMBARDIA 1 - U07 (MILANO: NIL 20 - LORETO)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","BRUNO TABACCI","27/08/1946","QUISTELLO  (MN)"
"LOMBARDIA 1","LOMBARDIA 1 - U07 (MILANO: NIL 20 - LORETO)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","BRUNO TABACCI","27/08/1946","QUISTELLO  (MN)"
"LOMBARDIA 1","LOMBARDIA 1 - U07 (MILANO: NIL 20 - LORETO)","MOVIMENTO 5 STELLE","DENIS  NUNGA LODI","29/03/1978","LUBUMBASHI (REPUBBLICA DEMOCRATICA DEL CONGO)"
"LOMBARDIA 1","LOMBARDIA 1 - U07 (MILANO: NIL 20 - LORETO)","UNIONE POPOLARE CON DE MAGISTRIS","GIUSEPPINA MARIA VERCESI DETTA GIUSI","12/09/1965","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U07 (MILANO: NIL 20 - LORETO)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","ANDREA MANDELLI","11/08/1962","MONZA"
"LOMBARDIA 1","LOMBARDIA 1 - U07 (MILANO: NIL 20 - LORETO)","FRATELLI D'ITALIA CON GIORGIA MELONI","ANDREA MANDELLI","11/08/1962","MONZA"
"LOMBARDIA 1","LOMBARDIA 1 - U07 (MILANO: NIL 20 - LORETO)","FORZA ITALIA","ANDREA MANDELLI","11/08/1962","MONZA"
"LOMBARDIA 1","LOMBARDIA 1 - U07 (MILANO: NIL 20 - LORETO)","LEGA PER SALVINI PREMIER","ANDREA MANDELLI","11/08/1962","MONZA"
"LOMBARDIA 1","LOMBARDIA 1 - U08 (MILANO: NIL 58 - BANDE NERE)","ITALEXIT PER L'ITALIA","FILIPPO DEIDDA","08/10/1990","BORDIGHERA"
"LOMBARDIA 1","LOMBARDIA 1 - U08 (MILANO: NIL 58 - BANDE NERE)","AZIONE - ITALIA VIVA - CALENDA","FRANCESCO ASCIOTI","20/06/1987","CINQUEFRONDI"
"LOMBARDIA 1","LOMBARDIA 1 - U08 (MILANO: NIL 58 - BANDE NERE)","VITA","ANTONIA COLOMBO","09/07/1965","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U08 (MILANO: NIL 58 - BANDE NERE)","MASTELLA NOI DI CENTRO EUROPEISTI","ROCCO PIERRI","27/07/1982","SALERNO"
"LOMBARDIA 1","LOMBARDIA 1 - U08 (MILANO: NIL 58 - BANDE NERE)","ITALIA SOVRANA E POPOLARE","MARCO RIZZO","12/10/1959","TORINO"
"LOMBARDIA 1","LOMBARDIA 1 - U08 (MILANO: NIL 58 - BANDE NERE)"," +EUROPA","GIANFRANCO LIBRANDI","03/08/1954","SARONNO (VA)"
"LOMBARDIA 1","LOMBARDIA 1 - U08 (MILANO: NIL 58 - BANDE NERE)","ALLEANZA VERDI E SINISTRA","GIANFRANCO LIBRANDI","03/08/1954","SARONNO (VA)"
"LOMBARDIA 1","LOMBARDIA 1 - U08 (MILANO: NIL 58 - BANDE NERE)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","GIANFRANCO LIBRANDI","03/08/1954","SARONNO (VA)"
"LOMBARDIA 1","LOMBARDIA 1 - U08 (MILANO: NIL 58 - BANDE NERE)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","GIANFRANCO LIBRANDI","03/08/1954","SARONNO (VA)"
"LOMBARDIA 1","LOMBARDIA 1 - U08 (MILANO: NIL 58 - BANDE NERE)","MOVIMENTO 5 STELLE","SIMONA BERTOGLIATTI","06/12/1974","LECCO"
"LOMBARDIA 1","LOMBARDIA 1 - U08 (MILANO: NIL 58 - BANDE NERE)","UNIONE POPOLARE CON DE MAGISTRIS","ELENA LOTT","24/04/1994","SEGRATE"
"LOMBARDIA 1","LOMBARDIA 1 - U08 (MILANO: NIL 58 - BANDE NERE)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","CRISTINA ROSSELLO","24/12/1961","FINALE LIGURE"
"LOMBARDIA 1","LOMBARDIA 1 - U08 (MILANO: NIL 58 - BANDE NERE)","FRATELLI D'ITALIA CON GIORGIA MELONI","CRISTINA ROSSELLO","24/12/1961","FINALE LIGURE"
"LOMBARDIA 1","LOMBARDIA 1 - U08 (MILANO: NIL 58 - BANDE NERE)","FORZA ITALIA","CRISTINA ROSSELLO","24/12/1961","FINALE LIGURE"
"LOMBARDIA 1","LOMBARDIA 1 - U08 (MILANO: NIL 58 - BANDE NERE)","LEGA PER SALVINI PREMIER","CRISTINA ROSSELLO","24/12/1961","FINALE LIGURE"
"LOMBARDIA 1","LOMBARDIA 1 - U09 (MILANO: NIL 21 - BUONES AIRES - VENEZIA)","ITALEXIT PER L'ITALIA","ANDREA GIUSEPPE GIORGIO STRAMEZZI","22/06/1958","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U09 (MILANO: NIL 21 - BUONES AIRES - VENEZIA)","AZIONE - ITALIA VIVA - CALENDA","GIULIA PASTORELLA","05/06/1986","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U09 (MILANO: NIL 21 - BUONES AIRES - VENEZIA)","VITA","ANDREA VARVARA","25/08/1980","GRAVINA DI PUGLIA"
"LOMBARDIA 1","LOMBARDIA 1 - U09 (MILANO: NIL 21 - BUONES AIRES - VENEZIA)","MASTELLA NOI DI CENTRO EUROPEISTI","CHIARA VAN ELLINKHUIZEN","31/10/1967","LA SPEZIA"
"LOMBARDIA 1","LOMBARDIA 1 - U09 (MILANO: NIL 21 - BUONES AIRES - VENEZIA)","ITALIA SOVRANA E POPOLARE","VALERIA LUCIANA GABRIELLA TOVAGLIERI","18/10/1963","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U09 (MILANO: NIL 21 - BUONES AIRES - VENEZIA)"," +EUROPA","BENEDETTO DELLA VEDOVA","03/04/1962","SONDRIO"
"LOMBARDIA 1","LOMBARDIA 1 - U09 (MILANO: NIL 21 - BUONES AIRES - VENEZIA)","ALLEANZA VERDI E SINISTRA","BENEDETTO DELLA VEDOVA","03/04/1962","SONDRIO"
"LOMBARDIA 1","LOMBARDIA 1 - U09 (MILANO: NIL 21 - BUONES AIRES - VENEZIA)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","BENEDETTO DELLA VEDOVA","03/04/1962","SONDRIO"
"LOMBARDIA 1","LOMBARDIA 1 - U09 (MILANO: NIL 21 - BUONES AIRES - VENEZIA)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","BENEDETTO DELLA VEDOVA","03/04/1962","SONDRIO"
"LOMBARDIA 1","LOMBARDIA 1 - U09 (MILANO: NIL 21 - BUONES AIRES - VENEZIA)","MOVIMENTO 5 STELLE","PIERLUIGI RICCITELLI","04/05/1981","VELLETRI"
"LOMBARDIA 1","LOMBARDIA 1 - U09 (MILANO: NIL 21 - BUONES AIRES - VENEZIA)","UNIONE POPOLARE CON DE MAGISTRIS","BIANCA MIRIAM TEDONE","05/12/1992","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U09 (MILANO: NIL 21 - BUONES AIRES - VENEZIA)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","GIULIO TREMONTI","18/08/1947","SONDRIO"
"LOMBARDIA 1","LOMBARDIA 1 - U09 (MILANO: NIL 21 - BUONES AIRES - VENEZIA)","FRATELLI D'ITALIA CON GIORGIA MELONI","GIULIO TREMONTI","18/08/1947","SONDRIO"
"LOMBARDIA 1","LOMBARDIA 1 - U09 (MILANO: NIL 21 - BUONES AIRES - VENEZIA)","FORZA ITALIA","GIULIO TREMONTI","18/08/1947","SONDRIO"
"LOMBARDIA 1","LOMBARDIA 1 - U09 (MILANO: NIL 21 - BUONES AIRES - VENEZIA)","LEGA PER SALVINI PREMIER","GIULIO TREMONTI","18/08/1947","SONDRIO"
"LOMBARDIA 1","LOMBARDIA 1 - U01 (MONZA)","ITALEXIT PER L'ITALIA","DANIELA MARIA BRAMBILLA","16/08/1969","BESANA IN BRIANZA"
"LOMBARDIA 1","LOMBARDIA 1 - U01 (MONZA)","AZIONE - ITALIA VIVA - CALENDA","MARIASOLE MASCIA","24/01/1981","VIMERCATE"
"LOMBARDIA 1","LOMBARDIA 1 - U01 (MONZA)","VITA","DARIO MARZIO LIVIO","25/08/1958","ZURIGO (SVIZZERA)"
"LOMBARDIA 1","LOMBARDIA 1 - U01 (MONZA)","MASTELLA NOI DI CENTRO EUROPEISTI","JACOPO DOZIO","07/09/1991","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U01 (MONZA)","ITALIA SOVRANA E POPOLARE","PATRIZIA CHIARA PEDRANI","09/02/1984","COMO"
"LOMBARDIA 1","LOMBARDIA 1 - U01 (MONZA)"," +EUROPA","GIOVANNA AMODIO","09/10/1962","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U01 (MONZA)","ALLEANZA VERDI E SINISTRA","GIOVANNA AMODIO","09/10/1962","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U01 (MONZA)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","GIOVANNA AMODIO","09/10/1962","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U01 (MONZA)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","GIOVANNA AMODIO","09/10/1962","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U01 (MONZA)","MOVIMENTO 5 STELLE","DANIELA GOBBO","26/07/1979","DESIO"
"LOMBARDIA 1","LOMBARDIA 1 - U01 (MONZA)","UNIONE POPOLARE CON DE MAGISTRIS","MASSIMO CAMNASIO","13/02/1997","MONZA"
"LOMBARDIA 1","LOMBARDIA 1 - U01 (MONZA)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","PAOLA FRASSINETTI","02/05/1956","GENOVA"
"LOMBARDIA 1","LOMBARDIA 1 - U01 (MONZA)","FRATELLI D'ITALIA CON GIORGIA MELONI","PAOLA FRASSINETTI","02/05/1956","GENOVA"
"LOMBARDIA 1","LOMBARDIA 1 - U01 (MONZA)","FORZA ITALIA","PAOLA FRASSINETTI","02/05/1956","GENOVA"
"LOMBARDIA 1","LOMBARDIA 1 - U01 (MONZA)","LEGA PER SALVINI PREMIER","PAOLA FRASSINETTI","02/05/1956","GENOVA"
"LOMBARDIA 1","LOMBARDIA 1 - U02 (SEREGNO)","ITALEXIT PER L'ITALIA","MARCO PIPINO","23/07/1964","NAPOLI"
"LOMBARDIA 1","LOMBARDIA 1 - U02 (SEREGNO)","AZIONE - ITALIA VIVA - CALENDA","ANTONINO FOTI","09/09/1958","MONTEBELLO JONICO"
"LOMBARDIA 1","LOMBARDIA 1 - U02 (SEREGNO)","VITA","FEDERICO VELATI","01/10/1963","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U02 (SEREGNO)","MASTELLA NOI DI CENTRO EUROPEISTI","FRANCESCO MARIA SABATINO","05/03/1975","NAPOLI"
"LOMBARDIA 1","LOMBARDIA 1 - U02 (SEREGNO)","ITALIA SOVRANA E POPOLARE","VINCENZO RIZZO","25/10/1965","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U02 (SEREGNO)"," +EUROPA","JENNY ARIENTI","17/11/1985","DESIO"
"LOMBARDIA 1","LOMBARDIA 1 - U02 (SEREGNO)","ALLEANZA VERDI E SINISTRA","JENNY ARIENTI","17/11/1985","DESIO"
"LOMBARDIA 1","LOMBARDIA 1 - U02 (SEREGNO)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","JENNY ARIENTI","17/11/1985","DESIO"
"LOMBARDIA 1","LOMBARDIA 1 - U02 (SEREGNO)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","JENNY ARIENTI","17/11/1985","DESIO"
"LOMBARDIA 1","LOMBARDIA 1 - U02 (SEREGNO)","MOVIMENTO 5 STELLE","SARA MONTRASIO","26/04/1966","DESIO"
"LOMBARDIA 1","LOMBARDIA 1 - U02 (SEREGNO)","UNIONE POPOLARE CON DE MAGISTRIS","MARIA ANGELA  PIUMATTI","29/03/1964","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U02 (SEREGNO)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","ANDREA CRIPPA","10/05/1986","MONZA"
"LOMBARDIA 1","LOMBARDIA 1 - U02 (SEREGNO)","FRATELLI D'ITALIA CON GIORGIA MELONI","ANDREA CRIPPA","10/05/1986","MONZA"
"LOMBARDIA 1","LOMBARDIA 1 - U02 (SEREGNO)","FORZA ITALIA","ANDREA CRIPPA","10/05/1986","MONZA"
"LOMBARDIA 1","LOMBARDIA 1 - U02 (SEREGNO)","LEGA PER SALVINI PREMIER","ANDREA CRIPPA","10/05/1986","MONZA"
"LOMBARDIA 1","LOMBARDIA 1 - U03 (COLOGNO MONZESE)","ITALEXIT PER L'ITALIA","OLGA PELLEGRINO","31/01/1956","MESSINA"
"LOMBARDIA 1","LOMBARDIA 1 - U03 (COLOGNO MONZESE)","AZIONE - ITALIA VIVA - CALENDA","LIVIA ILARIA ACHILLI","13/01/1978","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U03 (COLOGNO MONZESE)","VITA","BARBARA CHIORRINI DEZI","27/12/1969","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U03 (COLOGNO MONZESE)","MASTELLA NOI DI CENTRO EUROPEISTI","NADIA DELLA CORTE","17/07/1953","BRESCIA"
"LOMBARDIA 1","LOMBARDIA 1 - U03 (COLOGNO MONZESE)","ITALIA SOVRANA E POPOLARE","FRANCESCO TOSCANO","28/05/1979","GIOIA TAURO"
"LOMBARDIA 1","LOMBARDIA 1 - U03 (COLOGNO MONZESE)"," +EUROPA","PAOLO  ROMANO","01/03/1996","ROMA"
"LOMBARDIA 1","LOMBARDIA 1 - U03 (COLOGNO MONZESE)","ALLEANZA VERDI E SINISTRA","PAOLO  ROMANO","01/03/1996","ROMA"
"LOMBARDIA 1","LOMBARDIA 1 - U03 (COLOGNO MONZESE)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","PAOLO  ROMANO","01/03/1996","ROMA"
"LOMBARDIA 1","LOMBARDIA 1 - U03 (COLOGNO MONZESE)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","PAOLO  ROMANO","01/03/1996","ROMA"
"LOMBARDIA 1","LOMBARDIA 1 - U03 (COLOGNO MONZESE)","MOVIMENTO 5 STELLE","ELENA CALOGERO","21/09/1965","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U03 (COLOGNO MONZESE)","UNIONE POPOLARE CON DE MAGISTRIS","OSVALDO COLOMBO","05/12/1957","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U03 (COLOGNO MONZESE)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","LUCREZIA MARIA BENEDETTA MANTOVANI","20/05/1984","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U03 (COLOGNO MONZESE)","FRATELLI D'ITALIA CON GIORGIA MELONI","LUCREZIA MARIA BENEDETTA MANTOVANI","20/05/1984","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U03 (COLOGNO MONZESE)","FORZA ITALIA","LUCREZIA MARIA BENEDETTA MANTOVANI","20/05/1984","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U03 (COLOGNO MONZESE)","LEGA PER SALVINI PREMIER","LUCREZIA MARIA BENEDETTA MANTOVANI","20/05/1984","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U06 (SESTO SAN GIOVANNI)","ITALEXIT PER L'ITALIA","ADALBERTO MOTTA","14/10/1973","MESSINA"
"LOMBARDIA 1","LOMBARDIA 1 - U06 (SESTO SAN GIOVANNI)","AZIONE - ITALIA VIVA - CALENDA","EMANUELE ROSARIO DE CAROLIS","19/10/1985","FONDI"
"LOMBARDIA 1","LOMBARDIA 1 - U06 (SESTO SAN GIOVANNI)","VITA","ALBERTO LIBUTTI","15/04/1971","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U06 (SESTO SAN GIOVANNI)","MASTELLA NOI DI CENTRO EUROPEISTI","VIRGILIO MARETTO","01/06/1972","AVELLINO"
"LOMBARDIA 1","LOMBARDIA 1 - U06 (SESTO SAN GIOVANNI)","ITALIA SOVRANA E POPOLARE","MASSIMO LEONI","21/02/1961","MONZA"
"LOMBARDIA 1","LOMBARDIA 1 - U06 (SESTO SAN GIOVANNI)"," +EUROPA","MATTEO MANGILI ","06/10/1982","BERGAMO"
"LOMBARDIA 1","LOMBARDIA 1 - U06 (SESTO SAN GIOVANNI)","ALLEANZA VERDI E SINISTRA","MATTEO MANGILI ","06/10/1982","BERGAMO"
"LOMBARDIA 1","LOMBARDIA 1 - U06 (SESTO SAN GIOVANNI)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","MATTEO MANGILI ","06/10/1982","BERGAMO"
"LOMBARDIA 1","LOMBARDIA 1 - U06 (SESTO SAN GIOVANNI)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","MATTEO MANGILI ","06/10/1982","BERGAMO"
"LOMBARDIA 1","LOMBARDIA 1 - U06 (SESTO SAN GIOVANNI)","MOVIMENTO 5 STELLE","DANIELE TROMBONI","07/05/1986","MILANO"
"LOMBARDIA 1","LOMBARDIA 1 - U06 (SESTO SAN GIOVANNI)","UNIONE POPOLARE CON DE MAGISTRIS","FELISA FRANCISCA ALVEAR PINEDA","09/08/1959","SANTIAGO (CILE)"
"LOMBARDIA 1","LOMBARDIA 1 - U06 (SESTO SAN GIOVANNI)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","MARCO OSNATO","20/03/1972","BELLUNO"
"LOMBARDIA 1","LOMBARDIA 1 - U06 (SESTO SAN GIOVANNI)","FRATELLI D'ITALIA CON GIORGIA MELONI","MARCO OSNATO","20/03/1972","BELLUNO"
"LOMBARDIA 1","LOMBARDIA 1 - U06 (SESTO SAN GIOVANNI)","FORZA ITALIA","MARCO OSNATO","20/03/1972","BELLUNO"
"LOMBARDIA 1","LOMBARDIA 1 - U06 (SESTO SAN GIOVANNI)","LEGA PER SALVINI PREMIER","MARCO OSNATO","20/03/1972","BELLUNO"
"LOMBARDIA 2","LOMBARDIA 2 - U01 (VARESE)","VITA","PHOEBE RAYE CARRARA","10/05/1982","BOLTIERE"
"LOMBARDIA 2","LOMBARDIA 2 - U01 (VARESE)","ITALIA SOVRANA E POPOLARE","GIAMPIERO MARANO","29/07/1970","SALERNO"
"LOMBARDIA 2","LOMBARDIA 2 - U01 (VARESE)","MOVIMENTO 5 STELLE","ANTONIO FERRARA","28/01/1970","VARESE"
"LOMBARDIA 2","LOMBARDIA 2 - U01 (VARESE)","UNIONE POPOLARE CON DE MAGISTRIS","GIUSEPPE MUSOLINO","19/04/1953","OLIA"
"LOMBARDIA 2","LOMBARDIA 2 - U01 (VARESE)","AZIONE - ITALIA VIVA - CALENDA","GUIDO BONOLDI","15/02/1954","VARESE"
"LOMBARDIA 2","LOMBARDIA 2 - U01 (VARESE)","FORZA ITALIA","ANDREA PELLICINI","28/01/1970","VARESE"
"LOMBARDIA 2","LOMBARDIA 2 - U01 (VARESE)","FRATELLI D'ITALIA CON GIORGIA MELONI","ANDREA PELLICINI","28/01/1970","VARESE"
"LOMBARDIA 2","LOMBARDIA 2 - U01 (VARESE)","LEGA PER SALVINI PREMIER","ANDREA PELLICINI","28/01/1970","VARESE"
"LOMBARDIA 2","LOMBARDIA 2 - U01 (VARESE)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","ANDREA PELLICINI","28/01/1970","VARESE"
"LOMBARDIA 2","LOMBARDIA 2 - U01 (VARESE)","MASTELLA NOI DI CENTRO EUROPEISTI","JACOPO GERVASINI","05/10/1979","VARESE"
"LOMBARDIA 2","LOMBARDIA 2 - U01 (VARESE)","ALLEANZA VERDI E SINISTRA","MATTEO  CAPRIOLO","24/08/1997","VARESE"
"LOMBARDIA 2","LOMBARDIA 2 - U01 (VARESE)"," +EUROPA","MATTEO  CAPRIOLO","24/08/1997","VARESE"
"LOMBARDIA 2","LOMBARDIA 2 - U01 (VARESE)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","MATTEO  CAPRIOLO","24/08/1997","VARESE"
"LOMBARDIA 2","LOMBARDIA 2 - U01 (VARESE)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","MATTEO  CAPRIOLO","24/08/1997","VARESE"
"LOMBARDIA 2","LOMBARDIA 2 - U01 (VARESE)","ITALEXIT PER L'ITALIA","ORIETTA CHIARAVALLI","07/07/1960","VARESE"
"LOMBARDIA 2","LOMBARDIA 2 - U02 (BUSTO ARSIZIO)","VITA","MARCO  BOLIS","31/10/1984","BERGAMO"
"LOMBARDIA 2","LOMBARDIA 2 - U02 (BUSTO ARSIZIO)","ITALIA SOVRANA E POPOLARE","ROSSANO FERRAZZANO","04/01/1972","BUSTO ARSIZIO"
"LOMBARDIA 2","LOMBARDIA 2 - U02 (BUSTO ARSIZIO)","MOVIMENTO 5 STELLE","VITTORIO SALVO","20/08/1967","MESSINA"
"LOMBARDIA 2","LOMBARDIA 2 - U02 (BUSTO ARSIZIO)","UNIONE POPOLARE CON DE MAGISTRIS","ANTONIO CUOMO","13/07/1953","GRAGNANO "
"LOMBARDIA 2","LOMBARDIA 2 - U02 (BUSTO ARSIZIO)","AZIONE - ITALIA VIVA - CALENDA","GIANLUIGI FARIOLI DETTO GIGI","23/05/1956","BUSTO ARSIZIO"
"LOMBARDIA 2","LOMBARDIA 2 - U02 (BUSTO ARSIZIO)","FORZA ITALIA","STEFANO CANDIANI","11/12/1971","BUSTO ARSIZIO"
"LOMBARDIA 2","LOMBARDIA 2 - U02 (BUSTO ARSIZIO)","FRATELLI D'ITALIA CON GIORGIA MELONI","STEFANO CANDIANI","11/12/1971","BUSTO ARSIZIO"
"LOMBARDIA 2","LOMBARDIA 2 - U02 (BUSTO ARSIZIO)","LEGA PER SALVINI PREMIER","STEFANO CANDIANI","11/12/1971","BUSTO ARSIZIO"
"LOMBARDIA 2","LOMBARDIA 2 - U02 (BUSTO ARSIZIO)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","STEFANO CANDIANI","11/12/1971","BUSTO ARSIZIO"
